Altium Designer Pick and Place Locations
C:\Users\emoo\Documents\UBX\Projects\C210\Rev B-Release\.\Fabrication\Pick Place\C210_Rev B.csv

========================================================================================================================
File Design Information:

Date:       01/06/22
Time:       15:23
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R7","180-000200R","TopLayer","RES_0402_HD","35.4250","94.3742","0","Resistor 0 ohm 1/16W 0402"
"Z6","180-000200R","TopLayer","RES_0402_HD","36.2750","98.6950","0","Resistor 0 ohm 1/16W 0402"
"Z2","150-0001010nH","TopLayer","IND_0402","36.2750","101.1250","180","INDUCTOR 10NH 300MA 0402"
"Z4","180-000200R","TopLayer","RES_0402_HD","35.0250","99.1016","270","Resistor 0 ohm 1/16W 0402"
"Z1","120-000793.3pF","TopLayer","CAP_0402_HD","35.0250","100.7000","90","CAP CER 3.3PF 50V +/-0.25pF NP0 0402"
"R9","180-000200R","TopLayer","RES_0402_HD","5.6854","91.7151","180","Resistor 0 ohm 1/16W 0402"
"R8","180-000200R","TopLayer","RES_0402_HD","5.6854","92.5750","180","Resistor 0 ohm 1/16W 0402"
"C8","120-000160.1uF","TopLayer","CAP_0402_HD","26.9723","102.3500","0","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C6","120-0004533pF","TopLayer","CAP_0402_HD","1.2000","105.3000","180","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"C7","120-0004533pF","TopLayer","CAP_0402_HD","8.5000","104.6750","0","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"C5","120-0004533pF","TopLayer","CAP_0402_HD","8.5000","103.7250","0","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"C4","120-0004533pF","TopLayer","CAP_0402_HD","2.0993","104.4500","180","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"C2","120-000160.1uF","TopLayer","CAP_0402_HD","2.0993","103.5750","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"R6","180-000200R","TopLayer","RES_0402_HD","35.0250","93.9676","270","Resistor 0 ohm 1/16W 0402"
"R5","180-000200R","TopLayer","RES_0402_HD","35.4250","93.5611","0","Resistor 0 ohm 1/16W 0402"
"Z5","180-000200R","TopLayer","RES_0402_HD","36.2750","99.5050","0","Resistor 0 ohm 1/16W 0402"
"Z3","180-000200R","TopLayer","RES_0402_HD","36.2750","100.3000","180","Resistor 0 ohm 1/16W 0402"
"U1","SARA-R5","TopLayer","SARA-XX","19.8000","93.7500","270","GSM/GPRS and GSM/EGPRS/HSPA Cellular Module"
"D1","","TopLayer","TPD3E001DRSR","5.1250","104.6750","180","TVS Diode, ESD High Speed 3-Channel Array, WSON-6, 3mmX3mm"
"C133","120-00099300pF","TopLayer","CAP_0402_HD","4.9745","89.6750","90","Cap, Ceramic 300pF 50V 5% NP0 0402"
"J1","130-00067","TopLayer","U.FL_3PIN","38.5250","93.9750","270","U.FL jack, SMA 50 ohm, 3 pin, SMT"
"C3","120-000204.7uF","TopLayer","CAP_0402_HD","2.1250","102.6750","180","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"C11","120-000204.7uF","TopLayer","CAP_0402_HD","2.9250","99.3250","90","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"C9","120-000160.1uF","TopLayer","CAP_0402_HD","2.1250","99.3250","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C13","120-000160.1uF","TopLayer","CAP_0402_HD","4.5662","97.0068","0","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C1","120-0004533pF","TopLayer","CAP_0402_HD","7.5270","102.7000","0","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"C12","120-0004533pF","TopLayer","CAP_0402_HD","4.6250","99.3000","90","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"C10","120-0004533pF","TopLayer","CAP_0402_HD","3.7750","99.3000","90","Cap, Ceramic,  33pF, 50V, 5%, NPO, 0402"
"R1","180-0002410k","TopLayer","RES_0402_HD","1.5750","96.4250","90","Resistor 10k ohm 1% 1/16W, 0402"
"ESIM","MFF2 SIM","BottomLayer","MFF2_SIM","4.0250","101.7000","270","ESIM, SMT, MFF2, 1.8V, SMT, VFDFPN8, 5mmX6mm"
"U2","NX3DV2567","TopLayer","XQFN-16","3.8113","95.1000","0","IC, ANLG SWITCH, 4PDT, SIM OPTIMIZED, 1.4V-4.3V, SMT, XQFN-16, 2.6mmX1.8mm"
"FD6","Fiducial_1mmDNP","BottomLayer","FIDUCIAL_1MM_-_CIRCLE","10.5000","1.5000","90","1mm Fiducial Target"
"FD4","Fiducial_1mmDNP","BottomLayer","FIDUCIAL_1MM_-_CIRCLE","66.0000","118.5000","90","1mm Fiducial Target"
"FD5","Fiducial_1mmDNP","BottomLayer","FIDUCIAL_1MM_-_CIRCLE","57.5000","1.5000","90","1mm Fiducial Target"
"FD2","Fiducial_1mmDNP","TopLayer","FIDUCIAL_1MM_-_CIRCLE","10.5000","1.5000","270","1mm Fiducial Target"
"FD3","Fiducial_1mmDNP","TopLayer","FIDUCIAL_1MM_-_CIRCLE","57.5000","1.5000","270","1mm Fiducial Target"
"FD1","Fiducial_1mmDNP","TopLayer","FIDUCIAL_1MM_-_CIRCLE","66.0000","118.5000","270","1mm Fiducial Target"
"J5","SM04B-SRSS-TB(LF)(SN)","TopLayer","SM04B-SRSS-TB(LF)(SN)","8.9375","31.1500","270","Conn, Header, SMD, 1mm Pitch, 4 Pin, R/A, White"
"C115","120-000160.1uF","TopLayer","CAP_0402_HD","13.1148","32.1685","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"U27","ICG-20330","TopLayer","ICG-20330","41.2750","31.3400","0","SENSOR, Gyroscope, I2C, 3-AXIS, 1.7-3.45V, SMT, LGA-16, 3mmX3mm"
"C118","120-000720.47uF","TopLayer","CAP_0402_HD","41.7750","33.8169","90","Cap, Ceramic, 0.47UF 10V 10% X5R 0402"
"C127","120-000160.1uF","TopLayer","CAP_0402_HD","38.8912","32.3500","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C116","120-000204.7uF","TopLayer","CAP_0402_HD","38.8912","33.1823","180","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"U28","LIS3MDL","TopLayer","LIS3MDL","34.0000","32.0000","180","SENSOR, MAGNETOMETER, I2C, 3-AXIS, 1.9-3.6V, SMT, LGA-12, 2mmX2mm"
"R111","180-000200R","TopLayer","RES_0402_HD","23.9750","33.9500","180","Resistor 0 ohm 1/16W 0402"
"R114","180-000200R","TopLayer","RES_0402_HD","25.8500","29.1250","180","Resistor 0 ohm 1/16W 0402"
"C113","120-000160.1uF","TopLayer","CAP_0402_HD","35.2194","33.9091","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C112","120-000204.7uF","TopLayer","CAP_0402_HD","33.4189","34.3173","270","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"C114","120-000160.1uF","TopLayer","CAP_0402_HD","34.4155","33.9091","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"R36","180-0002410k","TopLayer","RES_0402_HD","51.1000","68.5750","0","Resistor 10k ohm 1% 1/16W, 0402"
"RT1","Res Thermal","BottomLayer","RES_0201_HD","51.4925","73.0500","90","Thermistor, 10Kohm, NTC 5%, 0201, 0.6mm x 0.3mm"
"U11","BQ27421","TopLayer","BQ27421","58.4500","65.5000","0","IC, SMT, BATTERY GAUGE, INGLE CELL Li-ION, COULOMB COUNTER, DSBGA-9 1.6mmX1.6mm"
"R44","180-0002410k","TopLayer","RES_0402_HD","56.9250","66.3250","270","Resistor 10k ohm 1% 1/16W, 0402"
"R50","180-00093100K","TopLayer","RES_0402_HD","16.2422","61.7204","180","Resistor 100K ohm 1% 1/16W, 0402"
"C54","120-000720.47uF","TopLayer","CAP_0402_HD","60.2250","65.7500","0","Cap, Ceramic, 0.47UF 10V 10% X5R 0402"
"C56","120-000160.1uF","TopLayer","CAP_0402_HD","59.0750","63.8250","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"D27","110-00041","TopLayer","SOD-523_ALT","19.7900","11.7913","90","Diode TVS 5VWM BiDIR SOD523"
"D26","110-00041","TopLayer","SOD-523_ALT","18.0000","11.7913","90","Diode TVS 5VWM BiDIR SOD523"
"D25","110-00041","TopLayer","SOD-523_ALT","16.0250","11.7913","90","Diode TVS 5VWM BiDIR SOD523"
"D24","110-00041","TopLayer","SOD-523_ALT","14.6862","11.7913","90","Diode TVS 5VWM BiDIR SOD523"
"Q27","140-00030","TopLayer","SOT-563","52.6500","27.0750","90","MOSFET N/P-CH 20V SOT-563, 540 mA, -430 mA"
"Q26","140-00030","TopLayer","SOT-563","51.9000","29.1250","180","MOSFET N/P-CH 20V SOT-563, 540 mA, -430 mA"
"U17","HTU31","TopLayer","HTU31","30.9851","52.4634","0","SENSOR, Humidity, I2C, SMT, DFN-6 2.5mmX2.5mm"
"R77","180-0002410k","TopLayer","RES_0402_HD","33.4888","51.6634","0","Resistor 10k ohm 1% 1/16W, 0402"
"C71","120-000160.1uF","TopLayer","CAP_0402_HD","33.0888","52.8630","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"U26","ADXL345","TopLayer","ADXL345","27.6500","34.9673","270","SENSOR, ACCELEROMETER, 3-AXIS, I2C, SMT, +/-16g, LGA-14 3mmX5mm"
"C110","120-000160.1uF","TopLayer","CAP_0402_HD","26.0746","37.1668","0","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C109","120-000204.7uF","TopLayer","CAP_0402_HD","26.3500","38.2173","0","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"R37","180-000541M","TopLayer","RES_0402_HD","53.0750","68.7706","90","Resistor 1M ohm 1%, 1/16W, 0402"
"R33","180-000541M","TopLayer","RES_0402_HD","54.0250","68.7637","90","Resistor 1M ohm 1%, 1/16W, 0402"
"NO1","Solderbridge-OpenDNP","TopLayer","SOLDERBRIDGE-OPEN","42.1000","74.3874","90","Solderbridge-Open"
"J3","130-00105","TopLayer","HDR-0.1P-3PIN-1ROW-SMT","36.1250","76.7749","270","Header, 0.100" Pitch, 3 Pin, Vertical SMT, Black"
"C34","120-0004768pF","TopLayer","CAP_0402_HD","32.1013","76.9306","180","Cap, Ceramic, 68pF, 50V, 1%, NP0, 0402"
"C36","120-0004768pF","TopLayer","CAP_0402_HD","40.3250","74.4882","0","Cap, Ceramic, 68pF, 50V, 1%, NP0, 0402"
"Q14","140-00016","TopLayer","SOT-563","23.7310","63.0262","270","MOSFET 2N-CH 20V 0.8A, SOT-563"
"U3","NINA-W156","TopLayer","NINA_LGA48R_1400X1000X223_PCB","60.6500","90.6250","0","u-blox NINA-W156 WiFi, Bluetooth dual-mode module"
"U31","LTR-303ALS-01","BottomLayer","LTR-303ALS-01","13.0000","58.4000","90","SENSOR, AMBIENT LIGHT, I2C, SMT, GNSS, DFN-6 2mmX2mm"
"R60","180-000541M","TopLayer","RES_0402_HD","49.1250","60.1500","90","Resistor 1M ohm 1%, 1/16W, 0402"
"R65","180-000541M","TopLayer","RES_0402_HD","49.1250","56.2500","270","Resistor 1M ohm 1%, 1/16W, 0402"
"R61","180-000541M","TopLayer","RES_0402_HD","49.1250","57.9000","270","Resistor 1M ohm 1%, 1/16W, 0402"
"R62","180-00031499R","TopLayer","RES_0402_HD","52.3185","59.1750","0","Resistor, 499ohm, 1%, 1/16W, 0402"
"R64","180-00098220R","TopLayer","RES_0402_HD","52.3185","58.2596","0","Resistor, 220ohm, 5%, 1/16W, 0402."
"R66","180-00098220R","TopLayer","RES_0402_HD","52.3185","57.2948","0","Resistor, 220ohm, 5%, 1/16W, 0402."
"Q16","140-00016","TopLayer","SOT-563","50.5632","59.8500","270","MOSFET 2N-CH 20V 0.8A, SOT-563"
"Q17","140-00016","TopLayer","SOT-563","50.5632","57.2948","270","MOSFET 2N-CH 20V 0.8A, SOT-563"
"RGB2","115-00026","BottomLayer","LED_1616","55.0000","58.5000","270","LED RGB SMT 0606"
"R57","180-00093100K","TopLayer","RES_0402_HD","16.2531","59.2000","180","Resistor 100K ohm 1% 1/16W, 0402"
"R112","180-00093100K","TopLayer","RES_0402_HD","23.9750","34.8000","180","Resistor 100K ohm 1% 1/16W, 0402"
"C136","120-000160.1uF","BottomLayer","CAP_0402_HD","12.9500","55.1250","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C135","120-000204.7uF","BottomLayer","CAP_0402_HD","14.0250","54.8250","270","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"D22","110-00041","TopLayer","SOD-523_ALT","55.3000","18.8963","0","Diode TVS 5VWM BiDIR SOD523"
"D23","110-00041","TopLayer","SOD-523_ALT","11.6136","16.0180","180","Diode TVS 5VWM BiDIR SOD523"
"Q25","140-00016","TopLayer","SOT-563","15.3000","32.7250","180","MOSFET 2N-CH 20V 0.8A, SOT-563"
"R122","180-000541M","TopLayer","RES_0402_HD","55.2500","20.0000","0","Resistor 1M ohm 1%, 1/16W, 0402"
"R123","180-000541M","TopLayer","RES_0402_HD","11.9381","17.1500","180","Resistor 1M ohm 1%, 1/16W, 0402"
"SWC1","MS-156C3","TopLayer","MS-156C3","38.4700","42.9871","180","Conn, Coax, Test, Switch, 50Ohm, SMT, 2.5mmX2.4mm"
"BTN1","TL6120DF300QG","BottomLayer","TL6120DF300QG","53.0000","16.5000","0","Button, Tactile, SPST, NO, SMT, Vert"
"BTN2","TL6120DF300QG","BottomLayer","TL6120DF300QG","15.0000","16.5000","0","Button, Tactile, SPST, NO, SMT, Vert"
"Q22","140-00030","TopLayer","SOT-563","66.1882","38.9793","180","MOSFET N/P-CH 20V SOT-563, 540 mA, -430 mA"
"BTN3","135-00006","BottomLayer","B3U-3000P","51.5000","2.0000","0","Button SPST-NO Off-MOM, 50mA 12V, Right Angle, SMT"
"D29","115-00013","BottomLayer","LED_4PIN_4213_RA_3215","46.5000","1.7000","0","Dual LED, Red/Green, Right Angle, Dome 1208"
"J13","130-00098","TopLayer","MOLEX_051281-0594","4.9500","86.4000","270","CON FFC/FPC 0.50mm 5Pos R/A"
"C134","120-00099300pF","TopLayer","CAP_0402_HD","5.8030","89.6750","270","Cap, Ceramic 300pF 50V 5% NP0 0402"
"J11","FTSH-105-01-F-DH-A-C - JTAG","TopLayer","FTSH-105-01-F-DH-A-C","17.2500","5.9685","0","Header 0.05" 10Pin 2Row SMD, RA, Black"
"U18","250-00039","TopLayer","DFN0.65P-8PIN","36.5056","52.3884","180","SENSOR PRESSURE HUMIDITY TEMP"
"C85","120-000160.1uF","TopLayer","CAP_0402_HD","10.3562","46.5203","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"U30","250-00008","TopLayer","LGA0.5P_4X4_12PIN","27.9250","29.7500","90","Accelerometer, 2G-16G Max, 12bit, LGA-12"
"U13","NORA-B106","TopLayer","NORA_LGA82R_1430X1040X180_ANT","7.6500","57.5500","180","u-blox NORA-B106 Bluetooth 5.2 LE module - dual core"
"C83","120-000160.1uF","TopLayer","CAP_0402_HD","14.7387","47.0344","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C87","120-000160.1uF","TopLayer","CAP_0402_HD","18.2387","46.1482","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C108","120-000160.1uF","TopLayer","CAP_0402_HD","14.6096","38.6069","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C91","120-000160.1uF","TopLayer","CAP_0402_HD","10.3497","42.4230","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C101","120-000160.1uF","TopLayer","CAP_0402_HD","18.4287","40.0969","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C102","120-0004118pF","TopLayer","CAP_0402_HD","21.6504","40.7194","180","Cap, Ceramic 18pF 50V 5% NP0 0402"
"C88","120-0004118pF","TopLayer","CAP_0402_HD","21.3822","44.5578","0","Cap, Ceramic 18pF 50V 5% NP0 0402"
"C90","120-000160.1uF","TopLayer","CAP_0402_HD","19.4298","44.4169","0","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C89","120-000160.1uF","TopLayer","CAP_0402_HD","10.3497","43.2216","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C38","120-000204.7uF","TopLayer","CAP_0402_HD","22.9284","70.8827","270","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"C84","120-000204.7uF","TopLayer","CAP_0402_HD","19.8387","47.0469","0","Cap, Ceramic 4.7uF 10V 20% X5R 0402"
"R100","180-00093100K","TopLayer","RES_0402_HD","17.9500","37.6250","90","Resistor 100K ohm 1% 1/16W, 0402"
"R101","180-00093100K","TopLayer","RES_0402_HD","17.0500","38.2219","270","Resistor 100K ohm 1% 1/16W, 0402"
"R87","180-0002410k","TopLayer","RES_0402_HD","10.3497","44.8500","0","Resistor 10k ohm 1% 1/16W, 0402"
"R92","180-0002410k","TopLayer","RES_0402_HD","9.6250","41.4670","0","Resistor 10k ohm 1% 1/16W, 0402"
"R97","180-0002410k","TopLayer","RES_0402_HD","11.2773","38.9819","0","Resistor 10k ohm 1% 1/16W, 0402"
"R88","180-0002410k","TopLayer","RES_0402_HD","10.3497","45.6824","180","Resistor 10k ohm 1% 1/16W, 0402"
"R93","180-0002410k","TopLayer","RES_0402_HD","9.2887","40.1876","270","Resistor 10k ohm 1% 1/16W, 0402"
"R98","180-0002410k","TopLayer","RES_0402_HD","11.2750","38.1219","180","Resistor 10k ohm 1% 1/16W, 0402"
"R102","180-00093100K","TopLayer","RES_0402_HD","18.3500","38.9000","180","Resistor 100K ohm 1% 1/16W, 0402"
"R95","180-00093100K","TopLayer","RES_0402_HD","13.4250","38.6000","90","Resistor 100K ohm 1% 1/16W, 0402"
"R110","180-00093100K","TopLayer","RES_0402_HD","15.0861","34.9250","180","Resistor 100K ohm 1% 1/16W, 0402"
"R89","180-0009612k","TopLayer","RES_0402_HD","19.4387","45.2969","180","Resistor 12k ohm 1% 1/16W 0402"
"R106","180-00093100K","TopLayer","RES_0402_HD","15.4531","38.6069","270","Resistor 100K ohm 1% 1/16W, 0402"
"R91","180-00093100K","TopLayer","RES_0402_HD","10.3497","44.0250","180","Resistor 100K ohm 1% 1/16W, 0402"
"R94","180-00093100K","TopLayer","RES_0402_HD","10.8773","40.1827","90","Resistor 100K ohm 1% 1/16W, 0402"
"R99","180-00093100K","TopLayer","RES_0402_HD","12.5750","38.6000","90","Resistor 100K ohm 1% 1/16W, 0402"
"X2","100-00017","TopLayer","XTAL_2520_HD","21.6618","42.6401","90","Crystal, 24.0000MHz, 20ppm, 10pF, 100 Ohm, -20Â°C - 70Â°C, SMT 4 Pin 2520"
"U23","-"Part Number" + DNP","TopLayer","QFN0.5P9X9-36PIN_W-PAD","14.7250","42.8969","270","3-PORT USB 2.0 HUB CTRLR, QFN-36"
"A2","CGGP.25.4.E.02","BottomLayer","CGGP.25.4.E.02","34.0000","43.0000","180","ANT, THROUGH-HOLE, PATCH, GNSS, BEIDOU, GLONASS, GPS, 5dBi, 25MMx35MMx4MM"
"C19","120-000160.1uF","TopLayer","CAP_0402_HD","26.4223","83.0750","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C22","120-000160.1uF","TopLayer","CAP_0402_HD","26.4223","81.5000","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C18","120-000160.1uF","TopLayer","CAP_0402_HD","14.5756","83.0563","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C20","120-000160.1uF","TopLayer","CAP_0402_HD","14.5756","81.4000","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C40","120-000160.1uF","TopLayer","CAP_0402_HD","24.0250","70.4827","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C41","120-000171.0uF","TopLayer","CAP_0402_HD","35.8277","69.9827","270","Cap, Ceramic, 1.0uF 10V 10% X5R, 0402"
"C42","120-000160.1uF","TopLayer","CAP_0402_HD","35.0027","69.9827","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C49","120-000171.0uF","TopLayer","CAP_0402_HD","26.5537","64.3528","180","Cap, Ceramic, 1.0uF 10V 10% X5R, 0402"
"C50","120-000160.1uF","TopLayer","CAP_0402_HD","26.5500","65.1077","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C32","120-000171.0uF","TopLayer","CAP_0402_HD","29.9000","77.1827","180","Cap, Ceramic, 1.0uF 10V 10% X5R, 0402"
"C33","120-000160.1uF","TopLayer","CAP_0402_HD","29.9000","76.3577","180","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C43","120-000171.0uF","TopLayer","CAP_0402_HD","23.2250","68.9077","90","Cap, Ceramic, 1.0uF 10V 10% X5R, 0402"
"C44","120-000160.1uF","TopLayer","CAP_0402_HD","24.0250","68.9116","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C48","120-000160.1uF","TopLayer","CAP_0402_HD","8.3745","65.3580","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C46","120-000160.1uF","TopLayer","CAP_0402_HD","8.3986","66.9577","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"Q9","140-00008","TopLayer","SOT-23","39.9250","72.3500","90","P-MOSFET, 20V 3.1A, SOT-23"
"Q10","140-00016","TopLayer","SOT-563","36.9955","71.7019","270","MOSFET 2N-CH 20V 0.8A, SOT-563"
"Q4","140-00016","TopLayer","SOT-563","9.1425","83.6063","90","MOSFET 2N-CH 20V 0.8A, SOT-563"
"R32","180-000541M","TopLayer","RES_0402_HD","42.0990","71.8351","270","Resistor 1M ohm 1%, 1/16W, 0402"
"R31","180-000541M","TopLayer","RES_0402_HD","35.5250","71.5750","270","Resistor 1M ohm 1%, 1/16W, 0402"
"R45","180-00093100K","TopLayer","RES_0402_HD","25.2250","64.6827","90","Resistor 100K ohm 1% 1/16W, 0402"
"R16","180-000541M","TopLayer","RES_0402_HD","9.1647","85.1063","0","Resistor 1M ohm 1%, 1/16W, 0402"
"R34","180-000541M","TopLayer","RES_0402_HD","38.3000","69.5827","0","Resistor 1M ohm 1%, 1/16W, 0402"
"U5","225-00011","TopLayer","QFN0.5P2X6-16PIN_W-PAD","22.8473","82.2750","180","Voltage Level Translator Bidirectional 1 Circuit 4 Channel 380Mbps 16-DHVQFN (2.5x3.5)"
"U4","225-00011","TopLayer","QFN0.5P2X6-16PIN_W-PAD","18.1723","82.2750","0","Voltage Level Translator Bidirectional 1 Circuit 4 Channel 380Mbps 16-DHVQFN (2.5x3.5)"
"U9","225-00011","TopLayer","QFN0.5P2X6-16PIN_W-PAD","5.6250","66.1577","180","Voltage Level Translator Bidirectional 1 Circuit 4 Channel 380Mbps 16-DHVQFN (2.5x3.5)"
"C119","120-000171.0uF","TopLayer","CAP_0402_HD","50.5500","31.9750","90","Cap, Ceramic, 1.0uF 10V 10% X5R, 0402"
"C120","120-000160.1uF","TopLayer","CAP_0402_HD","51.3500","31.9750","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C69","120-000160.1uF","TopLayer","CAP_0402_HD","15.5500","53.8500","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C121","120-000171.0uF","TopLayer","CAP_0402_HD","54.9750","32.0063","90","Cap, Ceramic, 1.0uF 10V 10% X5R, 0402"
"C74","120-000160.1uF","TopLayer","CAP_0402_HD","51.5585","52.0043","0","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C77","120-000160.1uF","TopLayer","CAP_0402_HD","50.6822","50.1860","270","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"C39","120-000160.1uF","TopLayer","CAP_0402_HD","8.6000","69.6250","90","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
"U19","225-00008","TopLayer","QFN0.4P3X1-8PIN","52.5257","50.5793","90","IC Dual Translating Transceiver, 8XQFN"
"U7","240-00033","TopLayer","WSON1.27P-8PIN_W-PAD","11.5850","67.2400","0","64Mbit QSPI NOR Flash"
"X1","100-00005","TopLayer","XTAL_3215","16.5750","56.6000","90","XTAL, 2Pin, 32.768kHz, 7pF 20ppm"
"R116","180-000541M","TopLayer","RES_0402_HD","50.8500","27.7500","0","Resistor 1M ohm 1%, 1/16W, 0402"
"C73","120-000160.1uF","TopLayer","CAP_0402_HD","61.5382","51.9860","0","Cap, Ceramic 0.1uF 10V 10% X5R 0402"
